"name","segment","what_they_do","town","district","province","ownership","parent","scale","pacra_number","pacra_status","isic","ncc_grade","officeholder","confidence","evidence","lat","lng","coord_basis","notes","sources"
"INSAKA MINERALS TRADING LIMITED","trader","Minerals trading company, non-ferrous metal ores",,,,,,,"120251037420","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 12/12/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"INTERGRATED COMMODITIES LIMITED","trader","Commodities company, other mining and quarrying",,,,,,,"120190008229","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 16/10/2019. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=COMMODITIES&SortyBy=entity%20name&Direction=ASC"
"IRL MINERAL TRADING LIMITED","trader","Mineral trading company registered in Zambia",,,,,,,"120251033291","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 30/09/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"JUMERIAH METALS TRADING ZAMBIA LIMITED","trader","Metals trading company registered in Zambia",,,,,,,"120261038693","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 08/01/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=METAL%20TRADING&SortyBy=entity%20name&Direction=ASC"
"KASHFEW METAL TRADING LIMITED","trader","Metal trading company, non-ferrous metal ores",,,,,,,"120230047606","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 16/03/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=METAL%20TRADING&SortyBy=entity%20name&Direction=ASC"
"KASHISHI MINERAL TRADING COMPANY LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120210013813","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 15/03/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"KEYAAN BULLION TRADING LIMITED","trader","Bullion trading company, wholesale trade",,,,,,,"120251032471","Active","Non-specialized wholesale trade",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 16/09/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=BULLION&SortyBy=entity%20name&Direction=ASC"
"LONECORE MINERAL TRADING LIMITED","trader","Mineral trading company registered in Zambia",,,,,,,"120220028227","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 15/02/2022. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"MAHENGE COMMODITIES ZAMBIA LIMITED","trader","Commodities company, other mining and quarrying",,,,,,,"120200003327","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/05/2020. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=COMMODITIES&SortyBy=entity%20name&Direction=ASC"
"MANSA MINERALS AND TRADING LIMITED","trader","Minerals and trading company, mining support services",,,,,,,"120200001068","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/02/2020. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"MINERAL MATRIX TRADING LIMITED","trader","Mineral trading company, non-ferrous metal ores",,,,,,,"120251031526","Active","Mining of other non-ferrous metal ores",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 31/08/2025. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"MINERAL PRIDE TRADING LIMITED","trader","Mineral trading company registered in Zambia",,,,,,,"120210019840","Active","Other mining and quarrying n.e.c",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 30/08/2021. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"MK MINERAL TRADING LIMITED","trader","Mineral trading company registered in Zambia",,,,,,,"120261050428","Active","Non-specialized wholesale trade",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 17/07/2026. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
"MUCMIT MINERALS TRADING LIMITED","trader","Minerals trading company, mining support services",,,,,,,"120230057737","Active","Support activities for other mining and quarrying",,,"medium","registry record and/or indirect evidence only",,,,"PACRA registry record only; no town/address published in the registry API. Registered 05/10/2023. Entity type: Local Company - Limited by Shares. Not individually researched beyond the registry in this pass: name, segment and ISIC line are the full extent of the evidence, and no non-registry source has been checked. Do not treat the segment as confirmed trading or processing activity.","https://xatu.pacra.org.zm:8344/api/v1/Search/registrysearch?Searchtext=MINERALS%20TRADING&SortyBy=entity%20name&Direction=ASC"
